Generation,Hunting Strategy,Speed,Stealth,Stamina,Sense,Hunting Outcome,Prey Type
0.0,pursuit,45.0,13.0,94.0,65.0,0.0,Mouse
0.0,pursuit,37.0,8.0,12.0,97.0,0.0,Mouse
0.0,pursuit,90.0,45.0,72.0,19.0,0.0,Mouse
0.0,pursuit,97.0,36.0,63.0,74.0,0.0,Mouse
0.0,pursuit,20.0,98.0,5.0,44.0,0.0,Mouse
0.0,pursuit,85.0,52.0,23.0,1.0,0.0,Mouse
0.0,pursuit,83.0,18.0,68.0,59.0,0.0,Mouse
0.0,pursuit,89.0,100.0,30.0,95.0,0.0,Mouse
0.0,pursuit,67.0,87.0,79.0,75.0,1.0,Mouse
0.0,pursuit,23.0,52.0,22.0,92.0,0.0,Mouse
0.0,pursuit,38.0,66.0,36.0,54.0,0.0,Mouse
0.0,pursuit,19.0,9.0,81.0,70.0,0.0,Mouse
0.0,pursuit,95.0,75.0,100.0,17.0,0.0,Mouse
0.0,pursuit,92.0,18.0,50.0,44.0,0.0,Mouse
0.0,pursuit,5.0,29.0,84.0,84.0,0.0,Mouse
0.0,pursuit,87.0,71.0,90.0,35.0,0.0,Mouse
0.0,pursuit,64.0,8.0,50.0,86.0,0.0,Mouse
0.0,pursuit,15.0,32.0,60.0,5.0,0.0,Mouse
0.0,pursuit,10.0,54.0,80.0,35.0,0.0,Mouse
0.0,pursuit,8.0,73.0,76.0,72.0,0.0,Mouse
0.0,pursuit,36.0,25.0,64.0,75.0,0.0,Mouse
0.0,pursuit,71.0,91.0,85.0,2.0,0.0,Mouse
0.0,pursuit,28.0,57.0,94.0,82.0,0.0,Mouse
0.0,pursuit,30.0,8.0,94.0,86.0,0.0,Mouse
0.0,pursuit,100.0,6.0,96.0,62.0,0.0,Mouse
0.0,pursuit,52.0,66.0,73.0,73.0,0.0,Mouse
0.0,pursuit,86.0,52.0,45.0,12.0,0.0,Mouse
0.0,pursuit,46.0,50.0,96.0,14.0,0.0,Mouse
0.0,pursuit,89.0,56.0,34.0,56.0,0.0,Mouse
0.0,pursuit,96.0,45.0,73.0,96.0,0.0,Mouse
0.0,pursuit,68.0,30.0,73.0,67.0,0.0,Mouse
0.0,pursuit,89.0,82.0,6.0,20.0,0.0,Mouse
0.0,pursuit,1.0,49.0,50.0,86.0,0.0,Mouse
0.0,pursuit,16.0,10.0,99.0,39.0,0.0,Mouse
0.0,pursuit,99.0,8.0,3.0,34.0,0.0,Mouse
